HuggingFaceID,Architecture,System,Backend,Version,Mode,Status,ErrMsg,Command,Source,FPEProbeCount,FPETopologyCount,FPEStatusCounts,FPEPhaseLatencyMs,SourceSHA
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.10,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.10"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.10,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.10"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.12,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.12"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.12,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.12"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.9,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.9"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.9,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320; raw probes=540; topologies=135; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""sglang"" --backend-version ""0.5.9"" --forward-model op_level --max-workers 8",,540,135,"BUILD_FAILED=56, HW_INCOMPATIBLE=164, SDK_UNREPRESENTABLE=320",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.0.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=24, HW_INCOMPATIBLE=92; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""trtllm"" --backend-version ""1.0.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=24, HW_INCOMPATIBLE=92",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.0.0,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=24, HW_INCOMPATIBLE=92; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""trtllm"" --backend-version ""1.0.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=24, HW_INCOMPATIBLE=92",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.3.0rc15,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=24, HW_INCOMPATIBLE=92; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc15"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=24, HW_INCOMPATIBLE=92",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=24, HW_INCOMPATIBLE=92; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc15"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=24, HW_INCOMPATIBLE=92",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.14.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=36, HW_INCOMPATIBLE=80; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""a100_sxm"" --backend ""vllm"" --backend-version ""0.14.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=36, HW_INCOMPATIBLE=80",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
